Epoch,Iter,Train_loss,Val_loss,Val_acc,Test_acc,Mask
1,99,3.056039,-1,-1,51.9875
2,198,2.458422,-1,-1,52.1625
3,297,2.108669,-1,-1,53.1875
4,396,1.851642,-1,-1,54.0375
5,495,1.634991,-1,-1,54.9
6,594,1.456981,-1,-1,55.7125
7,693,1.290201,-1,-1,56.1375
8,792,1.146839,-1,-1,56.175
9,891,1.020583,-1,-1,56.575
10,990,0.906393,-1,-1,56.425
11,1089,0.805909,-1,-1,56.775
12,1188,0.717004,-1,-1,56.9125
13,1287,0.643479,-1,-1,57.0
14,1386,0.577073,-1,-1,56.8875
15,1485,0.515964,-1,-1,57.0375
16,1584,0.467478,-1,-1,56.7625
17,1683,0.424665,-1,-1,56.6625
18,1782,0.38523,-1,-1,56.65
19,1881,0.345172,-1,-1,56.7
20,1980,0.318509,-1,-1,56.7375
21,2079,0.293555,-1,-1,56.675
22,2178,0.272745,-1,-1,56.6375
23,2277,0.251157,-1,-1,56.6875
24,2376,0.234264,-1,-1,56.5
25,2475,0.217199,-1,-1,56.6875
26,2574,0.202045,-1,-1,56.3875
27,2673,0.19265,-1,-1,56.4875
28,2772,0.181827,-1,-1,56.225
29,2871,0.175487,-1,-1,56.3375
30,2970,0.164036,-1,-1,56.45
31,3069,0.156202,-1,-1,56.4125
32,3168,0.148714,-1,-1,56.3625
33,3267,0.143479,-1,-1,56.325
34,3366,0.141152,-1,-1,56.275
35,3465,0.134057,-1,-1,56.3375
36,3564,0.132317,-1,-1,56.25
37,3663,0.128918,-1,-1,56.3625
38,3762,0.125832,-1,-1,56.1
39,3861,0.121693,-1,-1,56.225
40,3960,0.120371,-1,-1,56.225
41,4059,0.117948,-1,-1,56.2375
42,4158,0.115823,-1,-1,56.175
43,4257,0.115321,-1,-1,56.125
44,4356,0.114859,-1,-1,56.25
45,4455,0.113808,-1,-1,56.275
46,4554,0.113258,-1,-1,56.225
47,4653,0.112673,-1,-1,56.25
48,4752,0.112357,-1,-1,56.25
49,4851,0.114279,-1,-1,56.25
50,4950,0.11113,0.306215,98.405752,56.225
