Epoch,Iter,Train_loss,Val_loss,Val_acc,Test_acc,Mask
1,99,3.617373,-1,-1,51.1625
2,198,3.083827,-1,-1,50.475
3,297,2.749983,-1,-1,50.75
4,396,2.496092,-1,-1,51.6375
5,495,2.276216,-1,-1,52.0375
6,594,2.086443,-1,-1,53.6
7,693,1.905609,-1,-1,54.3625
8,792,1.742483,-1,-1,54.6125
9,891,1.594088,-1,-1,55.0375
10,990,1.457343,-1,-1,55.325
11,1089,1.329973,-1,-1,55.725
12,1188,1.213036,-1,-1,55.8125
13,1287,1.111484,-1,-1,55.8125
14,1386,1.018879,-1,-1,56.1
15,1485,0.931181,-1,-1,56.2375
16,1584,0.8558,-1,-1,56.2875
17,1683,0.790165,-1,-1,56.2875
18,1782,0.728891,-1,-1,56.375
19,1881,0.663069,-1,-1,56.4875
20,1980,0.617797,-1,-1,56.3125
21,2079,0.575006,-1,-1,56.3375
22,2178,0.536985,-1,-1,56.25
23,2277,0.499796,-1,-1,56.4625
24,2376,0.468922,-1,-1,56.275
25,2475,0.437146,-1,-1,56.2375
26,2574,0.411588,-1,-1,55.9875
27,2673,0.39164,-1,-1,56.225
28,2772,0.372144,-1,-1,56.2
29,2871,0.358481,-1,-1,55.9125
30,2970,0.337892,-1,-1,55.9875
31,3069,0.322038,-1,-1,56.05
32,3168,0.30894,-1,-1,55.95
33,3267,0.298235,-1,-1,56.0125
34,3366,0.291102,-1,-1,56.0375
35,3465,0.279475,-1,-1,56.1375
36,3564,0.27509,-1,-1,55.8875
37,3663,0.267558,-1,-1,56.1
38,3762,0.263181,-1,-1,55.95
39,3861,0.255668,-1,-1,55.775
40,3960,0.252861,-1,-1,55.7875
41,4059,0.247872,-1,-1,55.85
42,4158,0.244401,-1,-1,55.775
43,4257,0.242994,-1,-1,55.875
44,4356,0.241236,-1,-1,55.8625
45,4455,0.240057,-1,-1,55.8
46,4554,0.238193,-1,-1,55.8375
47,4653,0.23841,-1,-1,55.875
48,4752,0.237805,-1,-1,55.8875
49,4851,0.239745,-1,-1,55.875
50,4950,0.235075,0.4979,97.718037,55.8625
