Epoch,Iter,Train_loss,Val_loss,Val_acc,Test_acc,Mask
1,99,3.04848,-1,-1,52.2125
2,198,2.436815,-1,-1,52.225
3,297,2.067589,-1,-1,53.2875
4,396,1.785981,-1,-1,54.1375
5,495,1.558054,-1,-1,55.0875
6,594,1.357402,-1,-1,55.9875
7,693,1.169991,-1,-1,55.925
8,792,1.025953,-1,-1,56.2125
9,891,0.892766,-1,-1,56.3625
10,990,0.766999,-1,-1,56.6
11,1089,0.672916,-1,-1,56.5125
12,1188,0.583912,-1,-1,56.85
13,1287,0.511169,-1,-1,56.9375
14,1386,0.443623,-1,-1,56.9
15,1485,0.391012,-1,-1,56.975
16,1584,0.350128,-1,-1,57.0875
17,1683,0.306362,-1,-1,56.9125
18,1782,0.276267,-1,-1,56.7
19,1881,0.246061,-1,-1,56.6875
20,1980,0.220704,-1,-1,56.875
21,2079,0.19525,-1,-1,56.7625
22,2178,0.183303,-1,-1,56.85
23,2277,0.16836,-1,-1,56.8625
24,2376,0.156992,-1,-1,56.5875
25,2475,0.141814,-1,-1,56.225
26,2574,0.130031,-1,-1,56.4375
27,2673,0.122476,-1,-1,56.55
28,2772,0.114763,-1,-1,56.575
29,2871,0.107243,-1,-1,56.45
30,2970,0.10253,-1,-1,56.525
31,3069,0.095493,-1,-1,56.5375
32,3168,0.091251,-1,-1,56.4875
33,3267,0.091112,-1,-1,56.3375
34,3366,0.087555,-1,-1,56.35
35,3465,0.082718,-1,-1,56.3375
36,3564,0.079107,-1,-1,56.375
37,3663,0.075628,-1,-1,56.2625
38,3762,0.075159,-1,-1,56.275
39,3861,0.074816,-1,-1,56.45
40,3960,0.072915,-1,-1,56.35
41,4059,0.071929,-1,-1,56.2625
42,4158,0.069575,-1,-1,56.325
43,4257,0.070618,-1,-1,56.35
44,4356,0.068384,-1,-1,56.325
45,4455,0.067735,-1,-1,56.375
46,4554,0.069078,-1,-1,56.3125
47,4653,0.068135,-1,-1,56.35
48,4752,0.066356,-1,-1,56.325
49,4851,0.066936,-1,-1,56.3125
50,4950,0.067618,0.223456,98.499531,56.3125
